loss	auc	accuracy	kappa	val_loss	val_auc	val_accuracy	val_kappa	lr
0.5587887763977051	0.781273603439331	0.7143245339393616	0.4098759889602661	0.5267943143844604	0.8108400106430054	0.756859540939331	0.46140992641448975	0.0010000000474974513
0.5202089548110962	0.8156975507736206	0.7505943179130554	0.4829057455062866	0.48605361580848694	0.8365063667297363	0.7838902473449707	0.5369202494621277	0.0010000000474974513
0.5100236535072327	0.824683427810669	0.7588806748390198	0.5008007287979126	0.5285686254501343	0.8372612595558167	0.7741103172302246	0.4994783401489258	0.0010000000474974513
0.49338993430137634	0.8375838994979858	0.7684914469718933	0.5190178155899048	0.4849277436733246	0.8421180248260498	0.7818527817726135	0.5411355495452881	0.0010000000474974513
0.48760244250297546	0.8417757153511047	0.7712422609329224	0.5253946781158447	0.4659508168697357	0.8487968444824219	0.7910893559455872	0.5548564195632935	0.0010000000474974513
0.48484891653060913	0.8431955575942993	0.7764382362365723	0.5359175205230713	0.49420157074928284	0.8489184975624084	0.7784569263458252	0.5445501208305359	0.0010000000474974513
0.47589194774627686	0.8498531579971313	0.7826529741287231	0.549044132232666	0.5042163729667664	0.839358389377594	0.7769627571105957	0.5030736923217773	0.0010000000474974513
0.47539660334587097	0.850394070148468	0.781226634979248	0.5463178753852844	0.4707956612110138	0.8468172550201416	0.7981526851654053	0.5635099411010742	0.0010000000474974513
0.4643605947494507	0.8574730753898621	0.7858452796936035	0.5552346706390381	0.5091146230697632	0.8576080799102783	0.7678620219230652	0.5339512825012207	0.0010000000474974513
0.4584835469722748	0.8620060682296753	0.790463924407959	0.5656027793884277	0.4555855989456177	0.8580343723297119	0.8054876327514648	0.5873684883117676	0.0010000000474974513
0.45525431632995605	0.8640172481536865	0.7936561703681946	0.5722323656082153	0.46450158953666687	0.8530504107475281	0.7974734902381897	0.5716695785522461	0.0010000000474974513
0.44958043098449707	0.8679668307304382	0.7959994673728943	0.5767413973808289	0.4601658880710602	0.8592985272407532	0.798695981502533	0.5660539865493774	0.0010000000474974513
0.4507141411304474	0.8673561811447144	0.7971880435943604	0.5790766477584839	0.44775381684303284	0.8614115118980408	0.8053517937660217	0.5862799882888794	0.0010000000474974513
0.4439106583595276	0.8712359070777893	0.7982068657875061	0.5810438394546509	0.4586865305900574	0.8570755124092102	0.8007335066795349	0.5771663188934326	0.0010000000474974513
0.4364665746688843	0.8763118982315063	0.8030292987823486	0.5914096832275391	0.4702279567718506	0.8562083840370178	0.7940776944160461	0.5535913705825806	0.0010000000474974513
0.43587222695350647	0.8764746189117432	0.8024179935455322	0.5906728506088257	0.46126702427864075	0.8561949729919434	0.7973376512527466	0.5633710622787476	0.0010000000474974513
0.4317344129085541	0.8792372941970825	0.805915892124176	0.5976749658584595	0.4654463529586792	0.8559651374816895	0.8024992942810059	0.5729094743728638	0.0010000000474974513
0.4235422611236572	0.8840726017951965	0.8147795796394348	0.6157323122024536	0.4641786217689514	0.8528162837028503	0.7985602021217346	0.5727435946464539	0.0010000000474974513
0.3999180197715759	0.8974923491477966	0.8262582421302795	0.6390389204025269	0.4602043926715851	0.8607869148254395	0.8046726584434509	0.5913311243057251	0.00020000000949949026
0.3946588337421417	0.9005401730537415	0.8291109204292297	0.6451961994171143	0.45083585381507874	0.8642527461051941	0.8086118102073669	0.595805287361145	0.00020000000949949026
0.3914531469345093	0.9019426703453064	0.8288052678108215	0.6446336507797241	0.4515132009983063	0.8643202185630798	0.8109209537506104	0.5998674631118774	0.00020000000949949026
0.3887875974178314	0.9035191535949707	0.8304693102836609	0.6480832099914551	0.4577842950820923	0.8648412227630615	0.8034501671791077	0.5900915861129761	0.00020000000949949026
0.3856368958950043	0.9053374528884888	0.834680438041687	0.6568432450294495	0.4631589353084564	0.8637392520904541	0.7997826933860779	0.5829640626907349	0.00020000000949949026
