epoch	accuracy	auc	kappa	loss	lr	val_accuracy	val_auc	val_kappa	val_loss
0	0.5670911073684692	0.6045249700546265	0.1363147497177124	1.0457708835601807	0.001	0.4090019464492798	0.4195677638053894	-0.08971381187438965	1.1252570152282715
1	0.5991674661636353	0.6410578489303589	0.21256399154663086	1.0582702159881592	0.001	0.5459882616996765	0.6701861023902893	0.16286885738372803	0.6822798848152161
2	0.60553377866745	0.6748189330101013	0.22677546739578247	0.7428438067436218	0.001	0.5753424763679504	0.6567744016647339	0.17543864250183105	0.810867190361023
3	0.6111655235290527	0.6723083853721619	0.23672324419021606	0.7848976850509644	0.001	0.5645792484283447	0.6942068934440613	0.19814163446426392	0.8652803301811218
4	0.6175318360328674	0.6797133088111877	0.24271327257156372	0.7877543568611145	0.001	0.5890411138534546	0.5713024139404297	0.11160612106323242	0.9624422192573547
5	0.6119000911712646	0.6682372689247131	0.2277008295059204	0.8762187361717224	0.001	0.6007827520370483	0.6963711977005005	0.2321845293045044	0.8169082403182983
6	0.6275709867477417	0.6886367797851562	0.2511919140815735	0.7919135689735413	0.001	0.6663405299186707	0.730618953704834	0.3223575949668884	0.5948127508163452
7	0.6238981485366821	0.6878951787948608	0.25165992975234985	0.7762094140052795	0.001	0.6917808055877686	0.7473528385162354	0.2626398205757141	0.6531926393508911
8	0.6251224279403687	0.6807368993759155	0.2528443932533264	0.7797382473945618	0.001	0.6506849527359009	0.7477428913116455	0.3196601867675781	0.6924554705619812
9	0.6432419419288635	0.705310046672821	0.2891167998313904	0.7938791513442993	0.001	0.6702544093132019	0.688663899898529	0.2610442042350769	1.9589500427246094
10	0.6295298933982849	0.697574257850647	0.2652447819709778	0.7943372130393982	0.001	0.698630154132843	0.7667439579963684	0.3330056071281433	0.5524640083312988
11	0.641038179397583	0.7158857583999634	0.28767287731170654	0.8196529150009155	0.001	0.7054794430732727	0.7526450753211975	0.3379889130592346	0.6524368524551392
12	0.6508325338363647	0.7195906043052673	0.30197834968566895	0.8350632190704346	0.001	0.6252446174621582	0.6674702167510986	0.24439513683319092	0.7482951879501343
13	0.6530362367630005	0.7271332740783691	0.3144592046737671	0.7747270464897156	0.001	0.6682974696159363	0.7045086622238159	0.18100076913833618	2.8660683631896973
14	0.6496082544326782	0.7196827530860901	0.3000805377960205	0.777871310710907	0.001	0.6673189997673035	0.7593418955802917	0.3431727886199951	0.7095752954483032
15	0.6569539904594421	0.7355203628540039	0.3215981721878052	0.7014628052711487	0.001	0.6859099864959717	0.7407571077346802	0.3038176894187927	0.7079996466636658
